,TAXON,SECTION,SECTION.EDITED,SUBGENUS,editDateALH
Carex_orizabae|MXC|spm00000283,Carex_orizabae,Ovales,Ovales,Vignea,
Carex_haydeniana|UTA|spm00002432,Carex_haydeniana,Ovales,Ovales,Vignea,
Carex_lagunensis|MXE|spm00002467,Carex_lagunensis,Ovales,Ovales,Vignea,
Carex_microptera|COL|spm00001880,Carex_microptera,Ovales,Ovales,Vignea,
Carex_ebenea|ARI|spm00001870,Carex_ebenea,Ovales,Ovales,Vignea,
Carex_arapahoensis|COL|spm00001725,Carex_arapahoensis,Ovales,Ovales,Vignea,
Carex_peucophila|MXC|spm00002576,Carex_peucophila,Ovales,Ovales,Vignea,
Carex_mandoniana|AGE|spm00007331,Carex_mandoniana,Ovales,Ovales,Vignea,
Carex_wootonii|ARI|spm00001813,Carex_wootonii,Ovales,Ovales,Vignea,
Carex_egglestonii|CAL|spm00001702,Carex_egglestonii,Ovales,Ovales,Vignea,
Carex_multicostata|CAL|spm00001093,Carex_multicostata,Ovales,Ovales,Vignea,
Carex_specifica|CAL|spm00001292,Carex_specifica,Ovales,Ovales,Vignea,
Carex_fracta|CAL|spm00000896,Carex_fracta,Ovales,Ovales,Vignea,
Carex_abrupta|CAL|spm00002224,Carex_abrupta,Ovales,Ovales,Vignea,
Carex_mariposana|ARI|spm00001884,Carex_mariposana,Ovales,Ovales,Vignea,
Carex_pseudomacloviana|AGW|spm00007330,Carex_pseudomacloviana,Ovales,Ovales,Vignea,
Carex_straminiformis|UTA|spm00001266,Carex_straminiformis,Ovales,Ovales,Vignea,
Carex_integra|CAL|spm00000977,Carex_integra,Ovales,Ovales,Vignea,
Carex_teneriformis|CAL|spm00002704,Carex_teneriformis,Ovales,Ovales,Vignea,
Carex_bohemica|FIN|spm00002276,Carex_bohemica,Ovales,Ovales,Vignea,
Carex_iljinii|BRY|spm00002443,Carex_iljinii,Ammoglochin,Ammoglochin,Vignea,
Carex_proposita|CAL|spm00001941,Carex_proposita,Ovales,Ovales,Vignea,
Carex_phaeocephala|NEV|spm00001193,Carex_phaeocephala,Ovales,Ovales,Vignea,
Carex_constanceana||NCBI_Hipp_2028,Carex_constanceana,Ovales,Ovales,Vignea,
Carex_davyi|CAL|spm00001459,Carex_davyi,Ovales,Ovales,Vignea,
Carex_argyrantha|MRY|spm00000734,Carex_argyrantha,Ovales,Ovales,Vignea,
Carex_foenea|BRC|spm00002000,Carex_foenea,Ovales,Ovales,Vignea,
Carex_praticola|COL|spm00001163,Carex_praticola,Ovales,Ovales,Vignea,
Carex_purdiei|CLM|spm00007479,Carex_purdiei,Ovales,Ovales,Vignea,
Carex_roraimensis||NCBI_Reznicek_3159,Carex_roraimensis,Ovales,Ovales,Vignea,
Carex_toreadora|ECU|spm00006465,Carex_toreadora,Ovales,Ovales,Vignea,
Carex_bonplandii||NCBI_Solomon_3435,Carex_bonplandii,Ovales,Ovales,Vignea,
Carex_disticha|ONT|spm00005395,Carex_disticha,Holarrhenae,Holarrhenae,Vignea,
Carex_iraqensis|TUR|spm00005757,Carex_iraqensis,Holarrhenae,Holarrhenae,Vignea,
Carex_lithophila|KOR|spm00000328,Carex_lithophila,Holarrhenae,Holarrhenae,Vignea,
Carex_sartwellii|BRC|spm00001982,Carex_sartwellii,Holarrhenae,Holarrhenae,Vignea,
Carex_curaica|KRA|spm00002337,Carex_curaica,Holarrhenae,Holarrhenae,Vignea,
Carex_pycnostachys|AFG|spm00003389,Carex_pycnostachys,Holarrhenae,Holarrhenae,Vignea,
Carex_paxii|JAP|spm00006668,Carex_paxii,Phleoideae,Phleoideae,Vignea,
Carex_hookeriana|MAN|spm00005409,Carex_hookeriana,Phaestoglochin,Phaestoglochin,Vignea,
Carex_hoodii|CAL|spm00001930,Carex_hoodii,Phaestoglochin,Phaestoglochin,Vignea,
Carex_tumulicola|CAL|spm00001338,Carex_tumulicola,Phaestoglochin,Phaestoglochin,Vignea,
Carex_occidentalis|MXC|spm00000282,Carex_occidentalis,Phaestoglochin,Phaestoglochin,Vignea,
Carex_arenicola|KOR|spm00000018,Carex_arenicola,Divisae,Divisae,Vignea,
Carex_maritima|YUK|spm00002500,Carex_maritima,Foetidae,Foetidae,Vignea,
Carex_pseudofoetida_ssp_afghanica|AFG|spm00003381,Carex_pseudofoetida_ssp_afghanica,NA,Foetidae,Vignea,
Carex_enervis||NCBI_Ho_2089,Carex_enervis,Foetidae,Foetidae,Vignea,
Carex_pseudofoetida_ssp_pseudofoetida|CHQ|spm00005820,Carex_pseudofoetida_ssp_pseudofoetida,NA,Foetidae,Vignea,
Carex_reptabunda|CHX|spm00006415,Carex_reptabunda,Foetidae,Foetidae,Vignea,
Carex_sagaensis|CHT|spm00006398,Carex_sagaensis,Foetidae,Foetidae,Vignea,
Carex_sajanensis|NEP|NCBI_E00229251,Carex_sajanensis,Foetidae,Foetidae,Vignea,
Carex_incurviformis|COL|spm00002101,Carex_incurviformis,Foetidae,Foetidae,Vignea,
Carex_melanocystis|AGW|spm00007301,Carex_melanocystis,NA,Foetidae,Vignea,
Carex_siccata|ONT|spm00002070,Carex_siccata,Ammoglochin,Ammoglochin,Vignea,
Carex_accrescens|CHM|spm00006413,Carex_accrescens,Ammoglochin,Ammoglochin,Vignea,
Carex_pseudocuraica|CH|spm00002605,Carex_pseudocuraica,Chordorrhizae,Chordorrhizae,Vignea,
Carex_chordorrhiza|BRC|spm00001925,Carex_chordorrhiza,Chordorrhizae,Chordorrhizae,Vignea,
Carex_disperma|ASK|spm00001652,Carex_disperma,Dispermae,Dispermae,Vignea,
Carex_pterocarpa||spm00004425,Carex_pterocarpa,Inversae,Inversae,Vignea,
Carex_trachycarpa||spm00002713,Carex_trachycarpa,Inversae,Inversae,Vignea,
Carex_muelleri|NZ|NCBI_AUTHOR_Gardner_301,Carex_muelleri,Ammoglochin,Ammoglochin,Vignea,
Carex_kirkii||spm00004417,Carex_kirkii,Inversae,Inversae,Vignea,
Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,Carex_colensoi,Inversae,Inversae,Vignea,
Carex_hebes|NSW|spm00002434,Carex_hebes,Inversae,Inversae,Vignea,
Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,Carex_kaloides,Ammoglochin,Ammoglochin,Vignea,
Carex_inversa|NZ|NCBI_AUTHOR_Gardner_286,Carex_inversa,Inversae,Inversae,Vignea,
Carex_resectans|NZN|spm00002618,Carex_resectans,Inversae,Inversae,Vignea,
Carex_maackii|JAP|spm00002491,Carex_maackii,Ovales,Ovales,Vignea,
Carex_bromoides|WIS|spm00002284,Carex_bromoides,Deweyanae,Deweyanae,Vignea,
Carex_pachystylis|UZB|spm00003472,Carex_pachystylis,Physodeae,Physodeae,Vignea,
Carex_physodes|TZK|spm00005427,Carex_physodes,Physodeae,Physodeae,Vignea,
Carex_subphysodes|AFG|spm00003477,Carex_subphysodes,Physodeae,Physodeae,Vignea,
Carex_gibba|CHH|spm00005244,Carex_gibba,Gibbae,Gibbae,Vignea,
Carex_erythrovaginata|NZ|spm00005096,Carex_erythrovaginata,Uncinia,Uncinia,Uncinia,
Carex_potens||spm00004430,Carex_potens,Uncinia,Uncinia,Uncinia,
Carex_cyanea|NZ|spm00005097,Carex_cyanea,Uncinia,Uncinia,Uncinia,
Carex_healyi|NZN|spm00005107,Carex_healyi,Uncinia,Uncinia,Uncinia,
Carex_hamlinii|NZS|NCBI_AUTHOR_Gardner_333,Carex_hamlinii,Uncinia,Uncinia,Uncinia,
Carex_umbricola||spm00005220,Carex_umbricola,Uncinia,Uncinia,Uncinia,
Carex_egmontiana||spm00004416,Carex_egmontiana,Uncinia,Uncinia,Uncinia,
Carex_silvestris||spm00004421,Carex_silvestris,Uncinia,Uncinia,Uncinia,
Carex_purpurata||spm00004431,Carex_purpurata,Uncinia,Uncinia,Uncinia,
Carex_punicea|NZS|spm00005105,Carex_punicea,Uncinia,Uncinia,Uncinia,
Carex_strictissima|NZS|spm00004413,Carex_strictissima,Uncinia,Uncinia,Uncinia,
Carex_penalpina|NZS|NCBI_AUTHOR_Gardner_335,Carex_penalpina,Uncinia,Uncinia,Uncinia,
Carex_subviridis||spm00004429,Carex_subviridis,Uncinia,Uncinia,Uncinia,
Carex_minor||spm00004412,Carex_minor,Uncinia,Uncinia,Uncinia,
Carex_banksiana|NZ|spm00005085,Carex_banksiana,Uncinia,Uncinia,Uncinia,
Carex_aucklandica||spm00004410,Carex_aucklandica,Uncinia,Uncinia,Uncinia,
Carex_horizontalis|NZS|spm00005106,Carex_horizontalis,Uncinia,Uncinia,Uncinia,
Carex_zotovii||spm00004411,Carex_zotovii,Uncinia,Uncinia,Uncinia,
Carex_astricta||spm00004420,Carex_astricta,Uncinia,Uncinia,Uncinia,
Carex_obtusifolia||spm00004428,Carex_obtusifolia,Uncinia,Uncinia,Uncinia,
Carex_imbecilla||spm00004419,Carex_imbecilla,Uncinia,Uncinia,Uncinia,
Carex_corynoidea|NZ|spm00005087,Carex_corynoidea,Uncinia,Uncinia,Uncinia,
Carex_megalepis|NZ|spm00005089,Carex_megalepis,Uncinia,Uncinia,Uncinia,
Carex_perplexa||spm00004409,Carex_perplexa,Uncinia,Uncinia,Uncinia,
Carex_uncinata|NZN|spm00005112,Carex_uncinata,Uncinia,Uncinia,Uncinia,
Carex_crispa||spm00004422,Carex_crispa,Uncinia,Uncinia,Uncinia,
Carex_edura|NZS|spm00002184,Carex_edura,Uncinia,Uncinia,Uncinia,
Carex_austrocompacta|TDC|spm00005930,Carex_austrocompacta,Uncinia,Uncinia,Uncinia,
Carex_dikei|MPE|spm00003482,Carex_dikei,Uncinia,Uncinia,Uncinia,
Carex_erebus||spm00004424,Carex_erebus,Uncinia,Uncinia,Uncinia,
Carex_austroflaccida||spm00005091,Carex_austroflaccida,Uncinia,Uncinia,Uncinia,
Carex_longifructus||spm00004426,Carex_longifructus,Uncinia,Uncinia,Uncinia,
Carex_drucei||spm00004418,Carex_drucei,Uncinia,Uncinia,Uncinia,
Carex_subsacculata|ECU|spm00005108,Carex_subsacculata,Uncinia,Uncinia,Uncinia,
Carex_firmula|ECU|spm00005111,Carex_firmula,Uncinia,Uncinia,Uncinia,
Carex_madida|ECU|spm00005095,Carex_madida,Uncinia,Uncinia,Uncinia,
Carex_brevicaulis|TDC|spm00005932,Carex_brevicaulis,Uncinia,Uncinia,Uncinia,
Carex_phleoides_ssp_phleoides|CLC|spm00005103,Carex_phleoides_ssp_phleoides,NA,Uncinia,Uncinia,
Carex_salticola|AGS|spm00000581,Carex_salticola,Uncinia,Uncinia,Uncinia,
Carex_multifaria|CLC|spm00005101,Carex_multifaria,Uncinia,Uncinia,Uncinia,
Carex_hamata|ECU|spm00005093,Carex_hamata,Uncinia,Uncinia,Uncinia,
Carex_ecuadorensis|ECU|spm00005088,Carex_ecuadorensis,Uncinia,Uncinia,Uncinia,
Carex_erinacea|CLC|spm00005214,Carex_erinacea,Uncinia,Uncinia,Uncinia,
Carex_parvispica||spm00004427,Carex_parvispica,Uncinia,Uncinia,Uncinia,
Carex_subtilis||spm00004415,Carex_subtilis,Uncinia,Uncinia,Uncinia,
Carex_meridensis|ECU|spm00005100,Carex_meridensis,Uncinia,Uncinia,Uncinia,
Carex_triangula|CLS|spm00003121,Carex_triangula,Uncinia,Uncinia,Uncinia,
Carex_lechleriana|CLS|spm00003118,Carex_lechleriana,Uncinia,Uncinia,Uncinia,
Carex_kingii|CLS|spm00005221,Carex_kingii,Uncinia,Uncinia,Uncinia,
Carex_timida|ALA|spm00000625,Carex_timida,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_juniperorum|KTY|spm00000631,Carex_juniperorum,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_jamesii|ALA|spm00000630,Carex_jamesii,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_basiantha|SCA|spm00000637,Carex_basiantha,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_superata|KTY|spm00000632,Carex_superata,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_willdenowii|KTY|spm00000624,Carex_willdenowii,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_backii|BRC|spm00002007,Carex_backii,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_saximontana|COL|spm00001727,Carex_saximontana,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_cordillerana|BRC|spm00001544,Carex_cordillerana,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_latebracteata|ARK|spm00001383,Carex_latebracteata,Phyllostachyae,Phyllostachyae,Uncinia,
Carex_fraseriana|MRY|spm00000952,Carex_fraseriana,Cymophyllus,Cymophyllus,Uncinia,
Carex_geyeri|ABT|spm00000942,Carex_geyeri,Firmiculmes,Firmiculmes,Uncinia,
Carex_multicaulis|CAL|spm00001092,Carex_multicaulis,Firmiculmes,Firmiculmes,Uncinia,
Carex_subandrogyna|AGW|spm00007316,Carex_subandrogyna,Schiedeanae,Unplaced Uncinia,Uncinia,
Carex_squamiformis|CHQ|spm00005924,Carex_squamiformis,Kobresia,Kobresia,Euthyceras,
Carex_setschwanensis|CHQ|spm00005922,Carex_setschwanensis,Kobresia,Kobresia,Euthyceras,
Carex_macroprophylla|CHC|spm00003400,Carex_macroprophylla,Kobresia,Kobresia,Euthyceras,
Carex_handelmazzettii|CHC|spm00005899,Carex_handelmazzettii,NA,Kobresia,Euthyceras,
Carex_pseuduncinoides|CHQ|spm00005915,Carex_pseuduncinoides,Kobresia,Kobresia,Euthyceras,
Carex_parvula||spm00003656,Carex_parvula,Kobresia,Kobresia,Euthyceras,
Carex_pygmaea|CH|NCBI_AUTHOR_Wu_750,Carex_pygmaea,Longicaules,Longicaules,Euthyceras,edited from Carex
Carex_deasyi|EHM|spm00005198,Carex_deasyi,Kobresia,Kobresia,Euthyceras,
Carex_ovoidispica|PAK|spm00003406,Carex_ovoidispica,Kobresia,Kobresia,Euthyceras,
Carex_tibetikobresia||spm00003617,Carex_tibetikobresia,Kobresia,Kobresia,Euthyceras,
Carex_hughii||spm00003650,Carex_hughii,Kobresia,Kobresia,Euthyceras,
Carex_vidua|CHC|spm00003411,Carex_vidua,Kobresia,Kobresia,Euthyceras,
Carex_neesii|EHM|spm00005194,Carex_neesii,Kobresia,Kobresia,Euthyceras,
Carex_vaginosa|EHM|spm00005929,Carex_vaginosa,Kobresia,Kobresia,Euthyceras,
Carex_cercostachys|EHM|spm00005901,Carex_cercostachys,Kobresia,Kobresia,Euthyceras,
Carex_bhutanensis|CHT|spm00003407,Carex_bhutanensis,NA,Kobresia,Euthyceras,
Carex_yadongensis|CHT|spm00005928,Carex_yadongensis,Kobresia,Kobresia,Euthyceras,
Carex_littledalei|CHT|spm00006384,Carex_littledalei,Kobresia,Kobresia,Euthyceras,
Carex_borealipolaris|MNT|spm00001831,Carex_borealipolaris,Kobresia,Kobresia,Euthyceras,
Carex_sargentiana|CHT|spm00003408,Carex_sargentiana,Kobresia,Kobresia,Euthyceras,
Carex_myosuroides|FRA|spm00005196,Carex_myosuroides,Kobresia,Kobresia,Euthyceras,
Carex_mallae|EHM|spm00005919,Carex_mallae,Kobresia,Kobresia,Euthyceras,
Carex_capillifolia|CHT|spm00004506,Carex_capillifolia,Kobresia,Kobresia,Euthyceras,
Carex_bistaminata|CHT|spm00003405,Carex_bistaminata,Kobresia,Kobresia,Euthyceras,
Carex_esenbeckii|EHM|spm00005193,Carex_esenbeckii,Kobresia,Kobresia,Euthyceras,
Carex_fissiglumis|EHM|spm00005904,Carex_fissiglumis,Kobresia,Kobresia,Euthyceras,
Carex_kanaii||spm00003637,Carex_kanaii,Kobresia,Kobresia,Euthyceras,
Carex_siamensis|EHM|spm00005902,Carex_siamensis,Kobresia,Kobresia,Euthyceras,
Carex_clavispica|EHM|spm00005903,Carex_clavispica,Kobresia,Kobresia,Euthyceras,
Carex_breviprophylla|EHM|spm00005912,Carex_breviprophylla,Kobresia,Kobresia,Euthyceras,
Carex_simpliciuscula|CHT|spm00003402,Carex_simpliciuscula,Kobresia,Kobresia,Euthyceras,
Carex_kokanica|CHT|spm00006386,Carex_kokanica,Kobresia,Kobresia,Euthyceras,
Carex_filispica|CHC|spm00003398,Carex_filispica,Kobresia,Kobresia,Euthyceras,
Carex_coninux|WHM|spm00005917,Carex_coninux,Kobresia,Kobresia,Euthyceras,
Carex_alatauensis|AFG|spm00003401,Carex_alatauensis,Kobresia,Kobresia,Euthyceras,
Carex_parva|CHC|spm00005212,Carex_parva,Leucoglochin,Leucoglochin,Euthyceras,
Carex_himalaica|EHM|spm00005741,Carex_himalaica,Leucoglochin,Leucoglochin,Euthyceras,
Carex_tunicata|CHC|spm00005926,Carex_tunicata,Kobresia,Kobresia,Euthyceras,
Carex_uncinoides|CHT|spm00003409,Carex_uncinoides,Kobresia,Kobresia,Euthyceras,
Carex_nudicarpa|CHT|spm00004501,Carex_nudicarpa,Kobresia,Kobresia,Euthyceras,
Carex_harae|EHM|spm00005913,Carex_harae,Kobresia,Kobresia,Euthyceras,
Carex_pseudolaxa|EHM|spm00005192,Carex_pseudolaxa,Kobresia,Kobresia,Euthyceras,
Carex_bonatiana|EHM|spm00005907,Carex_bonatiana,Kobresia,Kobresia,Euthyceras,
Carex_pseudogammiei|CHC|spm00005918,Carex_pseudogammiei,Kobresia,Kobresia,Euthyceras,
Carex_peichuniana|CHC|spm00004516,Carex_peichuniana,Kobresia,Kobresia,Euthyceras,
Carex_gammiei|EHM|spm00005911,Carex_gammiei,Kobresia,Kobresia,Euthyceras,
Carex_angustilepis|MXE|spm00000356,Carex_angustilepis,Schiedeanae,Schiedeanae,Euthyceras,
Carex_planilomina|MXE|spm00000365,Carex_planilomina,Schiedeanae,Schiedeanae,Euthyceras,
Carex_complexa|MXE|spm00000357,Carex_complexa,Schiedeanae,Schiedeanae,Euthyceras,
Carex_mesophila|MXE|spm00000364,Carex_mesophila,Schiedeanae,Schiedeanae,Euthyceras,
Carex_perstricta|MXS|spm00000359,Carex_perstricta,Schiedeanae,Schiedeanae,Euthyceras,
Carex_gypsophila|MXE|spm00000361,Carex_gypsophila,Schiedeanae,Schiedeanae,Euthyceras,
Carex_stellata|MXE|spm00000360,Carex_stellata,Schiedeanae,Schiedeanae,Euthyceras,
Carex_schiedeana|MXG|spm00000354,Carex_schiedeana,Schiedeanae,Schiedeanae,Euthyceras,
Carex_paneroi|MXS|spm00000363,Carex_paneroi,Schiedeanae,Schiedeanae,Euthyceras,
Carex_muriculata|NWM|spm00001810,Carex_muriculata,Schiedeanae,Schiedeanae,Euthyceras,
Carex_longissima|MXE|spm00000275,Carex_longissima,Filifoliae,Filifoliae,Euthyceras,
Carex_filifolia_var_filifolia|CAL|spm00001432,Carex_filifolia_var_filifolia,NA,Filifoliae,Euthyceras,
Carex_engelmannii|BRC|spm00002131,Carex_engelmannii,Inflatae,Inflatae,Euthyceras,
Carex_breweri|WAS|spm00001576,Carex_breweri,Inflatae,Inflatae,Euthyceras,
Carex_subnigricans|ORE|spm00001674,Carex_subnigricans,Inflatae,Inflatae,Euthyceras,
Carex_anthoxanthea|WAS|spm00001568,Carex_anthoxanthea,Circinatae,Circinatae,Euthyceras,
Carex_circinata|ASK|spm00001977,Carex_circinata,Circinatae,Circinatae,Euthyceras,
Carex_micropoda|ASK|spm00001632,Carex_micropoda,Dornera,Dornera,Euthyceras,
Carex_nigricans|ASK|spm00001638,Carex_nigricans,Dornera,Dornera,Euthyceras,
Carex_pyrenaica|SPA|spm00000582,Carex_pyrenaica,Dornera,Dornera,Euthyceras,
Carex_pauciflora|ASK|spm00001142,Carex_pauciflora,Leucoglochin,Leucoglochin,Euthyceras,
Carex_runssoroensis|UGA|spm00000227,Carex_runssoroensis,Microcephalae,Microcephalae,Euthyceras,
Carex_monostachya|KEN|spm00000211,Carex_monostachya,Microcephalae,Microcephalae,Euthyceras,
Carex_arctogena|CAL|NCBI_CAL_55,Carex_arctogena,Microcephalae,Microcephalae,Euthyceras,
Carex_capitata|KRA|spm00002036,Carex_capitata,Microcephalae,Microcephalae,Euthyceras,
Carex_oreophila|TCS|spm00003471,Carex_oreophila,Microcephalae,Microcephalae,Euthyceras,
Carex_obtusata|MAN|spm00001107,Carex_obtusata,Obtusatae,Obtusatae,Euthyceras,edited from Carex
Carex_argunensis|KHA|spm00006472,Carex_argunensis,Petraeae,Petraeae,Euthyceras,
Carex_rupestris|FRA|spm00005213,Carex_rupestris,Petraeae,Petraeae,Euthyceras,
Carex_microglochin|NOR|spm00001705,Carex_microglochin,Leucoglochin,Leucoglochin,Euthyceras,
Carex_nardina|QUE|spm00001510,Carex_nardina,Nardinae,Nardinae,Euthyceras,
Carex_jankowskii|PRM|spm00006470,Carex_jankowskii,Rarae,Rarae,Euthyceras,
Carex_kirinensis|CHT|spm00003366,Carex_kirinensis,Rarae,Rarae,Euthyceras,
Carex_onoei|CHM|spm00004513,Carex_onoei,Rarae,Rarae,Euthyceras,
Carex_capitellata|TUR|spm00003459,Carex_capitellata,Rarae,Rarae,Euthyceras,
Carex_leptalea|MIC|spm00001032,Carex_leptalea,Leptocephalae,Leptocephalae,Euthyceras,
Carex_prainii|EHM|spm00005923,Carex_prainii,Kobresia,Kobresia,Euthyceras,
Carex_curticeps|EHM|spm00005191,Carex_curticeps,Kobresia,Kobresia,Euthyceras,
Carex_kukkoneniana|MLW|spm00005600,Carex_kukkoneniana,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_badilloi|NAT|spm00003223,Carex_badilloi,NA,Schoenoxiphium,Psyllophora,
Carex_ludwigii|NAT|spm00003207,Carex_ludwigii,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_parvirufa|NAT|spm00003224,Carex_parvirufa,NA,Schoenoxiphium,Psyllophora,
Carex_pseudorufa|NAT|spm00003204,Carex_pseudorufa,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_uhligii|NAT|spm00003194,Carex_uhligii,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_schimperiana|NAT|spm00007800,Carex_schimperiana,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_spartea|NAT|spm00007814,Carex_spartea,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_perdensa|NAT|spm00003218,Carex_perdensa,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_burkei|CPP|spm00007785,Carex_burkei,NA,Schoenoxiphium,Psyllophora,
Carex_distincta|NAT|spm00003254,Carex_distincta,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_basutorum|OFS|spm00007788,Carex_basutorum,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_killickii|NAT|spm00007793,Carex_killickii,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_capensis|CPP|spm00003263,Carex_capensis,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_lancea|CPP|spm00003764,Carex_lancea,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_multispiculata|NAT|spm00003765,Carex_multispiculata,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_schweickerdtii|NAT|spm00007770,Carex_schweickerdtii,Schoenoxiphium,Schoenoxiphium,Psyllophora,
Carex_transandina|AGS|spm00000554,Carex_transandina,Aciculares,Aciculares,Psyllophora,
Carex_sorianoi|AGS|spm00000542,Carex_sorianoi,Junciformes,Junciformes,Psyllophora,
Carex_patagonica|AGS|spm00007254,Carex_patagonica,Junciformes,Junciformes,Psyllophora,
Carex_andina|CLC|spm00000527,Carex_andina,Junciformes,Junciformes,Psyllophora,
Carex_aphylla|AGS|spm00000526,Carex_aphylla,Junciformes,Junciformes,Psyllophora,
Carex_vallispulchrae|AGS|spm00000530,Carex_vallispulchrae,NA,Aciculares,Psyllophora,
Carex_enysii|NZS|NCBI_AUTHOR_Gardner_339,Carex_enysii,Aciculares,Aciculares,Psyllophora,
Carex_allanii|NZS|spm00002185,Carex_allanii,Aciculares,Aciculares,Psyllophora,
Carex_camptoglochin|ECU|spm00005210,Carex_camptoglochin,Leucoglochin,Unplaced Psyllophora,Psyllophora,
Carex_macrostyla|SPA|spm00003284,Carex_macrostyla,Psyllophora,Psyllophora,Psyllophora,
Carex_peregrina|MDR|spm00000564,Carex_peregrina,Psyllophora,Psyllophora,Psyllophora,
Carex_acicularis|NZ|spm00005161,Carex_acicularis,Aciculares,Aciculares,Psyllophora,
Carex_pulicaris|GRB|spm00005180,Carex_pulicaris,Psyllophora,Psyllophora,Psyllophora,
Carex_illegitima|GRC|spm00004384,Carex_illegitima,Gynobasidae,Gynobasidae,Psyllophora,
Carex_phyllostachys|TUR|spm00005164,Carex_phyllostachys,Phyllostachyae,Caryotheca,Psyllophora,
Carex_oedipostyla|SPA|spm00000587,Carex_oedipostyla,Gynobasidae,Gynobasidae,Psyllophora,
Carex_distachya|SPA|spm00000588,Carex_distachya,Schiedeanae,Schiedeanae,Psyllophora,edited from Euthyceras 
Carex_curvula_ssp_curvula|SPA|spm00003091,Carex_curvula_ssp_curvula,NA,Curvulae,Psyllophora,
Carex_curvula_ssp_rosae|FRA|spm00005184,Carex_curvula_ssp_rosae,NA,Curvulae,Psyllophora,
Carex_baldensis|SWI|spm00005242,Carex_baldensis,Baldenses,Baldenses,Psyllophora,
Carex_bostrychostigma|JAP|spm00003784,Carex_bostrychostigma,Debiles,Debiles,unplaced,edited from Carex
Carex_dissitiflora|JAP|spm00007871,Carex_dissitiflora,Mundae,Mundae,unplaced,edited from Carex
Carex_satsumensis|TAI|spm00005838,Carex_satsumensis,Japonicae,Japonicae,unplaced,edited from Vignea
Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_okamotoi,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_siderosticta||spm00007900,Carex_siderosticta,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_pachygyna|JAP|spm00002558,Carex_pachygyna,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_subcapitata|CH|NCBI_Jin_2301,Carex_subcapitata,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_ciliatomarginata|CH|NCBI_Jin_2300,Carex_ciliatomarginata,NA,Siderostictae,Siderosticta,7/26/2019
Carex_kwangsiensis|CH|NCBI_Liuo_2555,Carex_kwangsiensis,Hemiscaposae,Hemiscaposae,Siderosticta,
Carex_lingii|CH|NCBI_Yang_3761,Carex_lingii,Hemiscaposae,Hemiscaposae,Siderosticta,
Carex_scaposa|CHC|spm00007891,Carex_scaposa,Hemiscaposae,Hemiscaposae,Siderosticta,
Carex_longshengensis|CH|NCBI_Yu_3779,Carex_longshengensis,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_glossostigma|CHS|spm00007875,Carex_glossostigma,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_densifimbriata|CH|NCBI_Liuo_2556,Carex_densifimbriata,Hemiscaposae,Hemiscaposae,Siderosticta,
Carex_adrienii|VIE|spm00007857,Carex_adrienii,Hemiscaposae,Hemiscaposae,Siderosticta,
Carex_kucyniakii|VIE|spm00007884,Carex_kucyniakii,Hemiscaposae,Hemiscaposae,Siderosticta,
Carex_tsiangii|CH|NCBI_Jin_2298,Carex_tsiangii,Surculosae,Surculosae,Siderosticta,
Carex_tumidula|JAP|NCBI_Seki_3378,Carex_tumidula,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_grandiligulata|CHS|spm00000056,Carex_grandiligulata,Siderostictae,Siderostictae,Siderosticta,7/26/2019
Carex_moupinensis|CHC|spm00007887,Carex_moupinensis,Hypolytroides,Hypolytroides,Siderosticta,
Carex_hypolytroides|VIE|spm00007879,Carex_hypolytroides,Hypolytroides,Hypolytroides,Siderosticta,
